issue_year,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,income_band,verification_status,purpose,addr_state,dti,dti_band,fico,revol_util,delinq_2yrs,loan_status,is_default,risk_score,risk_segment
2015,5000.00,36,16.59,177.25,D,D2,NULL,RENT,19000.00,<40k,Verified,debt_consolidation,PA,14.28,10-20,667.0,80.80,0,"Fully Paid",0,3,Medium
2015,3000.00,36,18.49,109.20,D,D5,1.0,RENT,54000.00,40-70k,"Not Verified",house,NY,32.18,30-40,682.0,33.20,1,"Charged Off",1,3,Medium
2015,20000.00,36,14.85,691.84,C,C5,10.0,OWN,120000.00,100-150k,"Not Verified",other,NY,33.29,30-40,687.0,91.90,0,"Charged Off",1,3,Medium
2015,24000.00,60,23.13,678.37,F,F2,6.0,MORTGAGE,43435.00,40-70k,Verified,debt_consolidation,TX,35.70,30-40,682.0,73.10,0,"Fully Paid",0,4,High
2015,20000.00,36,7.49,622.04,A,A4,10.0,MORTGAGE,106000.00,100-150k,"Not Verified",debt_consolidation,TX,27.20,20-30,707.0,54.60,0,"Fully Paid",0,1,Low
2015,8000.00,36,9.17,255.04,B,B2,0.0,RENT,65000.00,40-70k,Verified,major_purchase,OH,22.05,20-30,687.0,79.80,2,"Fully Paid",0,2,Medium
2015,5000.00,36,12.88,168.19,C,C2,0.0,RENT,47000.00,40-70k,"Source Verified",debt_consolidation,TX,38.61,30-40,682.0,54.90,0,"Fully Paid",0,2,Medium
2015,20000.00,36,5.32,602.30,A,A1,10.0,MORTGAGE,135000.00,100-150k,"Not Verified",debt_consolidation,NY,15.90,10-20,707.0,44.40,0,"Fully Paid",0,0,Low
2015,5000.00,36,13.44,169.54,C,C3,6.0,RENT,110000.00,100-150k,Verified,debt_consolidation,CA,24.66,20-30,672.0,74.50,0,"Fully Paid",0,3,Medium
2015,12000.00,36,10.78,391.62,B,B4,5.0,RENT,29500.00,<40k,"Source Verified",debt_consolidation,CA,16.27,10-20,682.0,53.40,0,"Fully Paid",0,0,Low
2015,19675.00,60,21.48,537.61,E,E5,0.0,MORTGAGE,86000.00,70-100k,"Source Verified",debt_consolidation,MD,8.09,0-10,662.0,39.20,1,"Fully Paid",0,4,High
2015,24000.00,36,9.80,772.17,B,B3,3.0,OWN,125000.00,100-150k,"Not Verified",home_improvement,IL,2.96,0-10,702.0,14.50,0,"Charged Off",1,0,Low
2015,12000.00,36,10.78,391.62,B,B4,2.0,MORTGAGE,85000.00,70-100k,"Source Verified",debt_consolidation,PA,24.06,20-30,682.0,46.30,0,"Fully Paid",0,0,Low
2015,12000.00,36,5.32,361.38,A,A1,4.0,OWN,45000.00,40-70k,"Not Verified",debt_consolidation,CA,29.87,20-30,782.0,63.30,0,"Fully Paid",0,2,Medium
2015,28000.00,36,7.91,876.26,A,A5,2.0,MORTGAGE,112000.00,100-150k,"Source Verified",credit_card,CO,11.95,10-20,717.0,50.00,0,"Fully Paid",0,0,Low
2015,14000.00,36,10.78,456.89,B,B4,7.0,RENT,105000.00,100-150k,"Source Verified",credit_card,NY,26.66,20-30,692.0,88.30,0,"Fully Paid",0,2,Medium
2015,9975.00,36,23.13,386.81,F,F2,9.0,OWN,31200.00,<40k,Verified,other,CA,21.14,20-30,687.0,35.60,0,"Fully Paid",0,2,Medium
2015,10000.00,36,5.32,301.15,A,A1,8.0,RENT,72000.00,70-100k,"Source Verified",debt_consolidation,OR,16.42,10-20,692.0,59.50,0,"Fully Paid",0,0,Low
2015,3600.00,36,13.99,123.03,C,C4,5.0,MORTGAGE,34000.00,<40k,Verified,credit_card,NC,29.79,20-30,662.0,30.10,0,"Fully Paid",0,3,Medium
2015,27850.00,36,24.24,1096.15,F,F3,10.0,MORTGAGE,55702.00,40-70k,Verified,debt_consolidation,MI,26.18,20-30,677.0,95.70,1,"Fully Paid",0,6,High
2015,14000.00,36,9.80,450.43,B,B3,4.0,MORTGAGE,175000.00,150k+,"Source Verified",credit_card,LA,25.43,20-30,692.0,83.20,0,"Fully Paid",0,2,Medium
2015,12475.00,36,5.32,375.69,A,A1,2.0,OWN,26000.00,<40k,"Not Verified",credit_card,CA,28.49,20-30,742.0,69.90,0,"Fully Paid",0,2,Medium
2015,24000.00,60,13.44,551.50,C,C3,1.0,MORTGAGE,96000.00,70-100k,Verified,credit_card,MO,22.70,20-30,677.0,53.30,0,"Fully Paid",0,2,Medium
2015,22400.00,60,14.85,531.14,C,C5,3.0,RENT,96000.00,70-100k,Verified,debt_consolidation,TX,20.45,20-30,677.0,85.10,1,"Fully Paid",0,4,High
2015,26000.00,36,6.49,796.76,A,A2,6.0,MORTGAGE,124400.00,100-150k,"Not Verified",credit_card,AL,26.03,20-30,737.0,59.00,0,"Fully Paid",0,1,Low
2015,25000.00,60,13.44,574.48,C,C3,NULL,OWN,50000.00,40-70k,"Not Verified",home_improvement,AL,6.39,0-10,777.0,12.20,0,"Fully Paid",0,1,Low
2015,14000.00,36,9.80,450.43,B,B3,10.0,MORTGAGE,130000.00,100-150k,"Source Verified",credit_card,IL,11.99,10-20,677.0,85.10,0,"Fully Paid",0,2,Medium
2015,10000.00,36,6.49,306.45,A,A2,8.0,OWN,52600.00,40-70k,"Not Verified",debt_consolidation,NY,13.16,10-20,722.0,16.30,0,"Fully Paid",0,0,Low
2015,11550.00,36,18.99,423.32,E,E1,NULL,MORTGAGE,28948.92,<40k,Verified,credit_card,WA,18.41,10-20,687.0,77.80,0,"Fully Paid",0,3,Medium
2015,14000.00,36,6.99,432.22,A,A3,6.0,MORTGAGE,100200.00,100-150k,"Source Verified",credit_card,VA,19.34,10-20,742.0,69.00,0,"Fully Paid",0,1,Low
2015,9000.00,36,7.91,281.66,A,A5,10.0,MORTGAGE,90000.00,70-100k,"Not Verified",credit_card,NJ,9.28,0-10,717.0,11.10,2,"Fully Paid",0,1,Low
2015,8000.00,36,10.78,261.08,B,B4,3.0,RENT,38000.00,<40k,Verified,debt_consolidation,KS,25.36,20-30,662.0,63.60,0,"Fully Paid",0,3,Medium
2015,11000.00,36,7.91,344.25,A,A5,2.0,MORTGAGE,60000.00,40-70k,"Not Verified",other,IL,28.36,20-30,712.0,47.20,0,"Fully Paid",0,1,Low
2015,11200.00,36,5.32,337.29,A,A1,2.0,MORTGAGE,82500.00,70-100k,"Not Verified",credit_card,NC,14.79,10-20,827.0,6.00,0,"Fully Paid",0,0,Low
2015,21000.00,60,13.44,482.56,C,C3,2.0,MORTGAGE,75000.00,70-100k,"Not Verified",debt_consolidation,MS,21.56,20-30,677.0,37.90,0,"Charged Off",1,2,Medium
2015,35000.00,36,11.99,1162.34,C,C1,10.0,RENT,130000.00,100-150k,"Source Verified",debt_consolidation,NY,19.75,10-20,712.0,62.50,0,"Fully Paid",0,2,Medium
2015,20000.00,36,13.44,678.13,C,C3,3.0,MORTGAGE,64000.00,40-70k,Verified,credit_card,NY,23.85,20-30,697.0,73.40,0,"Fully Paid",0,2,Medium
2015,24000.00,36,6.49,735.47,A,A2,10.0,MORTGAGE,105000.00,100-150k,"Source Verified",debt_consolidation,CA,17.15,10-20,692.0,87.40,0,"Fully Paid",0,1,Low
2015,19800.00,36,11.99,657.55,C,C1,3.0,RENT,45000.00,40-70k,"Not Verified",debt_consolidation,FL,23.47,20-30,697.0,26.50,0,"Fully Paid",0,1,Low
2015,30000.00,36,12.88,1009.09,C,C2,9.0,RENT,84000.00,70-100k,"Not Verified",debt_consolidation,TX,24.39,20-30,702.0,21.80,1,"Charged Off",1,2,Medium
2015,28000.00,36,5.32,843.22,A,A1,3.0,MORTGAGE,205200.00,150k+,"Source Verified",credit_card,GA,21.60,20-30,682.0,54.00,0,"Fully Paid",0,0,Low
2015,27300.00,60,17.97,692.80,D,D4,4.0,MORTGAGE,65000.00,40-70k,"Source Verified",debt_consolidation,NM,17.02,10-20,677.0,72.70,1,"Fully Paid",0,4,High
2015,24000.00,60,12.88,544.61,C,C2,10.0,RENT,73000.00,70-100k,"Not Verified",credit_card,IL,19.76,10-20,662.0,88.40,2,"Charged Off",1,4,High
2015,1450.00,36,9.17,46.23,B,B2,2.0,MORTGAGE,35000.00,<40k,"Source Verified",home_improvement,VA,18.59,10-20,677.0,69.20,0,"Fully Paid",0,2,Medium
2015,4000.00,36,9.80,128.70,B,B3,2.0,MORTGAGE,47500.00,40-70k,"Source Verified",debt_consolidation,NY,5.79,0-10,687.0,56.80,0,"Fully Paid",0,0,Low
2015,1000.00,36,11.48,32.97,B,B5,10.0,RENT,86000.00,70-100k,"Not Verified",major_purchase,NM,20.64,20-30,662.0,80.30,0,"Fully Paid",0,2,Medium
2015,24950.00,36,10.78,814.24,B,B4,5.0,MORTGAGE,65000.00,40-70k,"Not Verified",major_purchase,FL,15.95,10-20,792.0,21.90,0,"Fully Paid",0,0,Low
2015,25000.00,36,5.32,752.87,A,A1,10.0,MORTGAGE,300000.00,150k+,"Not Verified",home_improvement,FL,9.14,0-10,752.0,33.50,0,"Fully Paid",0,0,Low
2015,6000.00,36,7.91,187.77,A,A5,10.0,MORTGAGE,250000.00,150k+,"Source Verified",other,WA,16.17,10-20,682.0,82.30,1,"Fully Paid",0,2,Medium
2015,21000.00,36,9.17,669.46,B,B2,0.0,MORTGAGE,110000.00,100-150k,"Not Verified",debt_consolidation,GA,22.50,20-30,702.0,46.10,1,"Charged Off",1,1,Low
2015,2950.00,36,11.99,97.97,C,C1,NULL,MORTGAGE,22000.00,<40k,Verified,debt_consolidation,MI,16.58,10-20,667.0,45.00,0,"Fully Paid",0,2,Medium
2015,33100.00,60,24.24,956.84,F,F3,10.0,MORTGAGE,72000.00,70-100k,"Source Verified",debt_consolidation,AL,23.77,20-30,687.0,64.30,0,"Charged Off",1,3,Medium
2015,6000.00,36,17.27,214.73,D,D3,10.0,MORTGAGE,120000.00,100-150k,Verified,debt_consolidation,CO,23.03,20-30,662.0,76.40,0,"Fully Paid",0,3,Medium
2015,10500.00,60,17.97,266.46,D,D4,1.0,RENT,28832.00,<40k,Verified,debt_consolidation,SC,23.62,20-30,692.0,41.80,1,"Charged Off",1,2,Medium
2015,12000.00,36,11.99,398.52,C,C1,5.0,OWN,35000.00,<40k,"Not Verified",debt_consolidation,PA,20.82,20-30,752.0,40.00,0,"Fully Paid",0,1,Low
2015,20000.00,36,6.99,617.46,A,A3,10.0,MORTGAGE,120000.00,100-150k,"Not Verified",credit_card,IL,16.80,10-20,687.0,61.10,0,"Fully Paid",0,1,Low
2015,10000.00,36,19.48,369.00,E,E2,1.0,MORTGAGE,150000.00,100-150k,"Source Verified",other,NM,14.89,10-20,707.0,13.50,1,"Fully Paid",0,3,Medium
2015,9525.00,36,13.99,325.50,C,C4,6.0,MORTGAGE,55000.00,40-70k,"Source Verified",credit_card,CA,30.96,30-40,692.0,76.90,0,"Charged Off",1,3,Medium
2015,20000.00,36,5.32,602.30,A,A1,2.0,MORTGAGE,187000.00,150k+,"Not Verified",debt_consolidation,CA,14.68,10-20,767.0,25.90,0,"Fully Paid",0,0,Low
2015,14450.00,36,11.48,476.37,B,B5,7.0,MORTGAGE,116300.00,100-150k,Verified,debt_consolidation,SC,2.86,0-10,727.0,26.00,0,"Fully Paid",0,0,Low
2015,21600.00,36,6.99,666.85,A,A3,3.0,MORTGAGE,120000.00,100-150k,"Not Verified",debt_consolidation,TX,20.73,20-30,742.0,24.60,0,"Fully Paid",0,0,Low
2015,12600.00,36,6.99,389.00,A,A3,1.0,RENT,73000.00,70-100k,"Not Verified",credit_card,NY,5.56,0-10,682.0,77.40,0,"Fully Paid",0,1,Low
2015,14800.00,36,15.77,518.65,D,D1,7.0,RENT,48000.00,40-70k,Verified,debt_consolidation,WA,20.55,20-30,722.0,17.50,0,"Charged Off",1,1,Low
2015,20000.00,36,13.44,678.13,C,C3,1.0,RENT,53000.00,40-70k,Verified,debt_consolidation,NJ,15.29,10-20,677.0,59.10,0,"Charged Off",1,2,Medium
2015,9600.00,36,11.48,316.48,B,B5,10.0,RENT,110000.00,100-150k,"Not Verified",debt_consolidation,CA,13.83,10-20,667.0,75.40,0,"Fully Paid",0,2,Medium
2015,11900.00,36,17.97,430.04,D,D4,3.0,MORTGAGE,34000.00,<40k,Verified,home_improvement,PA,32.83,30-40,677.0,35.00,0,"Fully Paid",0,3,Medium
2015,20800.00,60,18.99,539.45,E,E1,0.0,RENT,60000.00,40-70k,"Source Verified",credit_card,VA,29.60,20-30,677.0,69.30,0,"Fully Paid",0,5,High
2015,30000.00,36,10.78,979.04,B,B4,10.0,MORTGAGE,70000.00,40-70k,"Source Verified",credit_card,FL,22.99,20-30,672.0,73.90,0,"Charged Off",1,2,Medium
2015,12000.00,36,9.80,386.09,B,B3,3.0,OWN,31200.00,<40k,Verified,credit_card,FL,30.04,30-40,687.0,56.50,0,"Fully Paid",0,1,Low
2015,5000.00,36,11.48,164.84,B,B5,2.0,MORTGAGE,85000.00,70-100k,"Source Verified",home_improvement,NC,8.28,0-10,672.0,15.60,15,"Fully Paid",0,2,Medium
2015,15000.00,60,17.97,380.66,D,D4,2.0,RENT,45500.00,40-70k,Verified,debt_consolidation,NJ,30.95,30-40,702.0,37.00,0,"Charged Off",1,2,Medium
2015,18900.00,36,12.88,635.73,C,C2,5.0,RENT,45000.00,40-70k,"Source Verified",debt_consolidation,VA,30.45,30-40,662.0,69.30,0,"Fully Paid",0,4,High
2015,5000.00,36,7.91,156.48,A,A5,10.0,MORTGAGE,67000.00,40-70k,"Source Verified",debt_consolidation,VA,36.53,30-40,702.0,60.30,0,"Fully Paid",0,2,Medium
2015,19850.00,36,10.78,647.80,B,B4,7.0,RENT,85005.00,70-100k,"Source Verified",credit_card,NY,17.20,10-20,692.0,37.10,0,"Fully Paid",0,0,Low
2015,8000.00,36,13.99,273.39,C,C4,2.0,MORTGAGE,80000.00,70-100k,"Not Verified",debt_consolidation,VA,19.74,10-20,682.0,36.60,0,"Fully Paid",0,1,Low
2015,20000.00,60,16.59,492.66,D,D2,4.0,MORTGAGE,100000.00,70-100k,"Source Verified",debt_consolidation,MI,20.00,10-20,682.0,67.00,0,"Fully Paid",0,2,Medium
2015,20000.00,60,13.99,465.27,C,C4,10.0,OWN,60000.00,40-70k,"Not Verified",debt_consolidation,NE,23.24,20-30,737.0,30.00,0,"Charged Off",1,1,Low
2015,28000.00,60,22.45,780.52,F,F1,8.0,RENT,93000.00,70-100k,"Source Verified",debt_consolidation,CA,17.73,10-20,717.0,33.50,0,"Fully Paid",0,2,Medium
2015,12000.00,36,13.99,410.08,C,C4,3.0,RENT,50000.00,40-70k,Verified,debt_consolidation,CA,20.31,20-30,662.0,33.00,0,"Fully Paid",0,2,Medium
2015,15000.00,36,9.80,482.61,B,B3,4.0,RENT,52500.00,40-70k,"Not Verified",debt_consolidation,TX,4.96,0-10,697.0,52.30,0,"Fully Paid",0,0,Low
2015,30000.00,36,7.49,933.05,A,A4,3.0,MORTGAGE,130000.00,100-150k,Verified,credit_card,CA,9.82,0-10,722.0,28.00,0,"Fully Paid",0,0,Low
2015,17000.00,36,5.32,511.96,A,A1,5.0,MORTGAGE,98000.00,70-100k,"Source Verified",credit_card,PA,9.21,0-10,757.0,29.80,0,"Fully Paid",0,0,Low
2015,15750.00,36,16.59,558.33,D,D2,8.0,RENT,50000.00,40-70k,Verified,debt_consolidation,KS,21.96,20-30,677.0,65.90,0,"Fully Paid",0,3,Medium
2015,5000.00,36,10.78,163.18,B,B4,10.0,OWN,55000.00,40-70k,"Not Verified",major_purchase,TX,30.98,30-40,677.0,78.20,1,"Fully Paid",0,4,High
2015,24000.00,60,13.99,558.32,C,C4,10.0,MORTGAGE,115000.00,100-150k,Verified,debt_consolidation,IN,17.71,10-20,692.0,73.50,0,"Fully Paid",0,2,Medium
2015,15000.00,36,9.17,478.19,B,B2,10.0,RENT,45000.00,40-70k,"Not Verified",debt_consolidation,VA,16.93,10-20,662.0,55.00,1,"Fully Paid",0,2,Medium
2015,30000.00,60,13.44,689.37,C,C3,10.0,MORTGAGE,70000.00,40-70k,"Source Verified",home_improvement,NY,12.08,10-20,702.0,52.80,0,"Fully Paid",0,1,Low
2015,4200.00,36,7.49,130.63,A,A4,10.0,MORTGAGE,90000.00,70-100k,"Source Verified",credit_card,AZ,24.85,20-30,727.0,33.50,0,"Fully Paid",0,0,Low
2015,6025.00,36,11.99,200.09,C,C1,7.0,RENT,25000.00,<40k,"Source Verified",debt_consolidation,MA,6.82,0-10,697.0,46.00,0,"Fully Paid",0,1,Low
2015,14850.00,60,18.49,381.07,D,D5,10.0,MORTGAGE,45000.00,40-70k,Verified,debt_consolidation,TX,13.57,10-20,672.0,45.70,0,"Charged Off",1,2,Medium
2015,10000.00,36,6.49,306.45,A,A2,10.0,MORTGAGE,106000.00,100-150k,"Not Verified",credit_card,IL,16.45,10-20,812.0,16.00,0,"Fully Paid",0,0,Low
2015,10000.00,36,11.48,329.67,B,B5,2.0,MORTGAGE,105000.00,100-150k,Verified,small_business,GA,36.81,30-40,662.0,34.00,7,"Charged Off",1,3,Medium
2015,35000.00,36,12.88,1177.27,C,C2,1.0,MORTGAGE,240000.00,150k+,"Source Verified",credit_card,NV,4.30,0-10,662.0,85.90,0,"Fully Paid",0,3,Medium
2015,15000.00,36,12.88,504.55,C,C2,0.0,RENT,89000.00,70-100k,Verified,debt_consolidation,PA,34.58,30-40,662.0,81.40,0,"Charged Off",1,4,High
2015,5000.00,36,11.99,166.05,C,C1,8.0,RENT,60000.00,40-70k,Verified,moving,NJ,19.27,10-20,707.0,43.00,0,"Fully Paid",0,1,Low
2015,11000.00,36,13.99,375.91,C,C4,3.0,RENT,65000.00,40-70k,Verified,debt_consolidation,CA,21.88,20-30,672.0,64.50,0,"Fully Paid",0,3,Medium
2015,5500.00,36,15.77,192.74,D,D1,2.0,MORTGAGE,101000.00,100-150k,Verified,vacation,CA,25.55,20-30,677.0,88.00,0,"Fully Paid",0,4,High
2015,2500.00,36,11.99,83.03,C,C1,0.0,MORTGAGE,50400.00,40-70k,"Source Verified",home_improvement,CO,12.48,10-20,667.0,1.10,0,"Fully Paid",0,2,Medium
2015,21150.00,36,15.77,741.18,D,D1,5.0,MORTGAGE,52000.00,40-70k,"Source Verified",debt_consolidation,NH,26.17,20-30,687.0,63.50,0,"Fully Paid",0,3,Medium
2015,20000.00,36,11.48,659.33,B,B5,1.0,RENT,185000.00,150k+,Verified,debt_consolidation,MO,25.70,20-30,687.0,90.20,0,"Fully Paid",0,2,Medium
2015,5875.00,36,11.48,193.68,B,B5,3.0,RENT,25200.00,<40k,"Source Verified",debt_consolidation,CA,10.48,10-20,682.0,39.00,0,"Fully Paid",0,0,Low
2015,24000.00,36,7.49,746.44,A,A4,10.0,RENT,107000.00,100-150k,"Source Verified",car,IL,15.15,10-20,767.0,34.80,0,"Fully Paid",0,0,Low
2015,12000.00,36,9.80,386.09,B,B3,1.0,RENT,46000.00,40-70k,Verified,debt_consolidation,MO,27.42,20-30,702.0,41.00,0,"Charged Off",1,1,Low
2015,19200.00,60,18.99,497.96,E,E1,10.0,OWN,113000.00,100-150k,"Source Verified",debt_consolidation,PA,23.81,20-30,667.0,79.90,0,"Charged Off",1,4,High
2015,8000.00,36,13.99,273.39,C,C4,NULL,MORTGAGE,50000.00,40-70k,"Not Verified",debt_consolidation,MD,19.85,10-20,682.0,83.30,0,"Fully Paid",0,2,Medium
2015,28000.00,36,15.77,981.23,D,D1,8.0,MORTGAGE,105000.00,100-150k,"Not Verified",debt_consolidation,IL,28.35,20-30,672.0,67.70,0,"Fully Paid",0,4,High
2015,13500.00,36,10.78,440.57,B,B4,10.0,RENT,77000.00,70-100k,"Source Verified",credit_card,CA,14.45,10-20,662.0,75.50,1,"Charged Off",1,3,Medium
2015,11000.00,36,8.49,347.20,B,B1,10.0,MORTGAGE,125000.00,100-150k,Verified,debt_consolidation,MD,27.87,20-30,672.0,92.00,1,"Fully Paid",0,4,High
2015,15000.00,36,10.78,489.52,B,B4,3.0,MORTGAGE,46000.00,40-70k,"Not Verified",debt_consolidation,KY,30.65,30-40,687.0,26.20,1,"Fully Paid",0,2,Medium
2015,20000.00,36,9.80,643.47,B,B3,3.0,RENT,95000.00,70-100k,Verified,debt_consolidation,NY,21.31,20-30,712.0,63.60,0,"Fully Paid",0,1,Low
2015,35000.00,36,9.80,1126.07,B,B3,10.0,OWN,173000.00,150k+,Verified,credit_card,NJ,22.42,20-30,702.0,86.50,0,"Fully Paid",0,1,Low
2015,10000.00,60,11.48,219.83,B,B5,10.0,MORTGAGE,55000.00,40-70k,"Not Verified",credit_card,PA,22.74,20-30,762.0,48.80,0,"Fully Paid",0,0,Low
2015,9000.00,36,9.17,286.92,B,B2,2.0,MORTGAGE,105000.00,100-150k,"Source Verified",debt_consolidation,NY,6.31,0-10,672.0,60.60,3,"Fully Paid",0,3,Medium
2015,8400.00,36,16.59,297.78,D,D2,3.0,RENT,51000.00,40-70k,"Source Verified",other,DE,13.27,10-20,692.0,37.00,0,"Charged Off",1,1,Low
2015,20000.00,36,12.88,672.73,C,C2,10.0,RENT,65000.00,40-70k,"Source Verified",debt_consolidation,FL,16.49,10-20,672.0,83.90,0,"Fully Paid",0,3,Medium
2015,22500.00,60,7.91,455.26,A,A5,10.0,MORTGAGE,93000.00,70-100k,"Not Verified",debt_consolidation,MD,14.34,10-20,812.0,15.80,0,"Fully Paid",0,0,Low
2015,20000.00,36,18.49,727.98,D,D5,8.0,RENT,137000.00,100-150k,"Source Verified",debt_consolidation,NY,18.48,10-20,667.0,74.90,0,"Fully Paid",0,3,Medium
2015,21000.00,36,11.99,697.41,C,C1,5.0,MORTGAGE,63000.00,40-70k,"Not Verified",debt_consolidation,MI,28.69,20-30,687.0,56.80,0,"Fully Paid",0,2,Medium
2015,18700.00,60,13.99,435.02,C,C4,0.0,MORTGAGE,55000.00,40-70k,"Not Verified",debt_consolidation,TX,30.81,30-40,737.0,28.40,0,"Fully Paid",0,2,Medium
2015,35000.00,60,11.99,778.38,C,C1,2.0,MORTGAGE,175000.00,150k+,"Source Verified",debt_consolidation,CA,33.80,30-40,727.0,37.80,0,"Fully Paid",0,2,Medium
2015,21000.00,36,6.99,648.33,A,A3,10.0,MORTGAGE,85000.00,70-100k,"Not Verified",debt_consolidation,MA,24.00,20-30,712.0,41.90,3,"Fully Paid",0,1,Low
2015,30000.00,36,13.44,1017.19,C,C3,5.0,MORTGAGE,106000.00,100-150k,"Source Verified",credit_card,VA,14.19,10-20,677.0,68.90,0,"Fully Paid",0,3,Medium
2015,14000.00,36,16.59,496.29,D,D2,NULL,MORTGAGE,124596.00,100-150k,Verified,other,FL,23.73,20-30,687.0,88.80,0,"Fully Paid",0,2,Medium
2015,24000.00,36,5.32,722.76,A,A1,2.0,RENT,450000.00,150k+,"Source Verified",major_purchase,CT,0.70,0-10,722.0,37.40,1,"Fully Paid",0,1,Low
2015,35000.00,60,10.78,757.16,B,B4,10.0,RENT,89000.00,70-100k,"Source Verified",credit_card,NY,19.26,10-20,757.0,26.10,0,"Fully Paid",0,0,Low
2015,3225.00,36,20.50,120.68,E,E4,5.0,MORTGAGE,35000.00,<40k,"Not Verified",debt_consolidation,IL,24.01,20-30,662.0,43.00,3,"Charged Off",1,4,High
2015,28000.00,36,6.49,858.05,A,A2,3.0,MORTGAGE,108000.00,100-150k,"Source Verified",credit_card,TX,14.63,10-20,707.0,71.70,0,"Fully Paid",0,1,Low
2015,7200.00,36,9.17,229.53,B,B2,10.0,MORTGAGE,60000.00,40-70k,"Not Verified",debt_consolidation,TX,24.60,20-30,737.0,22.90,0,"Fully Paid",0,0,Low
2015,12000.00,36,9.80,386.09,B,B3,5.0,RENT,43000.00,40-70k,"Source Verified",debt_consolidation,IL,18.28,10-20,697.0,45.40,0,"Fully Paid",0,0,Low
2015,35000.00,60,19.48,917.19,E,E2,10.0,MORTGAGE,123000.00,100-150k,"Source Verified",debt_consolidation,GA,21.53,20-30,702.0,72.40,0,"Fully Paid",0,3,Medium
2015,12000.00,36,5.32,361.38,A,A1,0.0,MORTGAGE,118000.00,100-150k,"Not Verified",debt_consolidation,TX,14.06,10-20,747.0,27.00,0,"Fully Paid",0,0,Low
2015,5000.00,36,7.91,156.48,A,A5,7.0,OWN,38000.00,<40k,"Source Verified",credit_card,PA,11.78,10-20,697.0,47.30,0,"Fully Paid",0,0,Low
2015,25000.00,36,13.99,854.32,C,C4,6.0,RENT,85000.00,70-100k,"Source Verified",debt_consolidation,CO,11.11,10-20,672.0,65.60,0,"Fully Paid",0,3,Medium
2015,8750.00,36,18.99,320.70,E,E1,1.0,RENT,29524.32,<40k,Verified,debt_consolidation,IL,46.71,40+,682.0,96.50,0,"Charged Off",1,4,High
2015,6600.00,36,19.48,243.54,E,E2,4.0,MORTGAGE,240000.00,150k+,"Source Verified",debt_consolidation,OH,7.04,0-10,662.0,18.00,2,"Fully Paid",0,4,High
2015,10000.00,36,9.17,318.79,B,B2,2.0,OWN,110000.00,100-150k,"Not Verified",credit_card,NC,28.37,20-30,717.0,54.90,2,"Fully Paid",0,2,Medium
2015,12500.00,36,10.78,407.94,B,B4,10.0,MORTGAGE,34000.00,<40k,Verified,debt_consolidation,FL,27.11,20-30,687.0,66.30,0,"Fully Paid",0,2,Medium
2015,26250.00,60,13.99,610.66,C,C4,10.0,MORTGAGE,65000.00,40-70k,Verified,debt_consolidation,NY,26.90,20-30,702.0,45.00,0,"Fully Paid",0,2,Medium
2015,24000.00,60,12.88,544.61,C,C2,10.0,MORTGAGE,186000.00,150k+,"Source Verified",debt_consolidation,CA,8.29,0-10,677.0,71.00,0,"Fully Paid",0,3,Medium
2015,15000.00,36,11.48,494.50,B,B5,9.0,RENT,90000.00,70-100k,"Source Verified",debt_consolidation,GA,14.89,10-20,682.0,48.10,1,"Fully Paid",0,1,Low
2015,13750.00,36,16.59,487.43,D,D2,10.0,MORTGAGE,27500.00,<40k,"Source Verified",debt_consolidation,NC,36.36,30-40,682.0,40.40,0,"Fully Paid",0,2,Medium
2015,35000.00,60,24.24,1011.77,F,F3,0.0,MORTGAGE,117000.00,100-150k,"Source Verified",debt_consolidation,IL,16.82,10-20,677.0,59.70,0,"Fully Paid",0,3,Medium
2015,7000.00,36,12.88,235.46,C,C2,10.0,RENT,65000.00,40-70k,"Source Verified",vacation,CA,6.68,0-10,672.0,41.30,1,"Fully Paid",0,3,Medium
2015,5600.00,36,9.80,180.18,B,B3,10.0,MORTGAGE,91500.00,70-100k,"Source Verified",debt_consolidation,NC,30.79,30-40,662.0,71.20,3,"Fully Paid",0,4,High
2015,21000.00,36,9.17,669.46,B,B2,8.0,MORTGAGE,150000.00,100-150k,"Source Verified",debt_consolidation,NY,13.09,10-20,667.0,49.40,0,"Fully Paid",0,1,Low
2015,15000.00,36,5.32,451.73,A,A1,4.0,MORTGAGE,85000.00,70-100k,"Not Verified",debt_consolidation,SD,13.56,10-20,747.0,46.30,1,"Fully Paid",0,1,Low
2015,6400.00,36,9.17,204.03,B,B2,6.0,RENT,53000.00,40-70k,"Not Verified",debt_consolidation,NY,14.40,10-20,697.0,90.50,0,"Fully Paid",0,1,Low
2015,8400.00,36,9.80,270.26,B,B3,10.0,RENT,72701.00,70-100k,Verified,credit_card,GA,20.42,20-30,672.0,33.90,1,"Fully Paid",0,2,Medium
2015,20000.00,60,15.77,483.93,D,D1,6.0,MORTGAGE,150000.00,100-150k,"Not Verified",other,MD,11.66,10-20,687.0,41.30,1,"Fully Paid",0,2,Medium
2015,15000.00,36,14.85,518.88,C,C5,NULL,MORTGAGE,37534.44,<40k,Verified,debt_consolidation,CA,31.44,30-40,682.0,45.00,0,"Fully Paid",0,2,Medium
